Common Name,Entrez ID,Gene Name,Prediction,Sorted Category
ldcA,945756,Muramoyltetrapeptide carboxypeptidase,,Temporarly Down Regulated
treA,945757,Periplasmic trehalase; Putative periplasmic trehalase,,Up Regulated
dam,947893,DNA adenine methylase,,Down Regulated
trpS,947894,Tryptophanyl-tRNA synthetase,,Down Regulated
ompF,945554,Outer membrane protein F,,Down Regulated
dhaM,945749,"PTS-dependent dihydroxyacetone kinase, phosphotransferase subunit dhaM",,Down Regulated
dhaL,945748,"PTS-dependent dihydroxyacetone kinase, ADP-binding subunit dhaL",,Down Regulated
glmM,947692,Phosphoglucosamine mutase,,Down Regulated
aspC,945553,Aspartate aminotransferase,,Down Regulated
folP,947691,Dihydropteroate synthase,,Down Regulated
ycbW,945552,Uncharacterized protein ycbW,"['Nucleotide transport and metabolism', ' Building block biosynthesis']",Ambiguous/Unsorted
dhaK,945747,"PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit dhaK",,Down Regulated
dacB,947693,D-alanyl-D-alanine carboxypeptidase dacB,,Down Regulated
ybaN,945558,Inner membrane protein ybaN,,Down Regulated
greA,947696,Transcription elongation factor; Transcription elongation factor greA,,Down Regulated
yhdJ,947695,Uncharacterized adenine-specific methylase yhdJ,,Up Regulated
yhbE,947699,Uncharacterized inner membrane transporter yhbE,[' Type of regulation'],Down Regulated
ycbL,945551,Uncharacterized protein ycbL,[],Temporarly Down Regulated
mukE,945550,Chromosome partition protein mukE,,Down Regulated
pyrC,945787,Dihydroorotase,,Down Regulated
yjiM,945789,Uncharacterized protein yjiM,[],Up Regulated
ychA,945784,Protein sirB1,,Down Regulated
yeeO,946506,Uncharacterized transporter yeeO,[],Temporarly Up Regulated
hisF,946516,Imidazole glycerol phosphate synthase subunit hisF,,Down Regulated
agaA,947646,ECED1_3799; EC55989_3555; E2348C_3421; ECUMN_3619; ECIAI1_3285; ECDH10B_3308; ECIAI39_3636; b3135; ECS88_3523,,Ambiguous/Unsorted
garP,947642,Probable galactarate transporter,,Temporarly Up Regulated
yeeR,946512,Inner membrane protein yeeR,,Down Regulated
dmsC,945502,Anaerobic dimethyl sulfoxide reductase chain C,,Up Regulated
rihA,945503,Pyrimidine-specific ribonucleoside hydrolase rihA,,Down Regulated
cydC,945504,ATP-binding/permease protein cydC,,Temporarly Up Regulated
grxB,946926,Glutaredoxin-2,,Temporarly Up Regulated
yfiH,947089,UPF0124 protein yfiH,,Down Regulated
hemA,945777,Glutamyl-tRNA reductase,,Temporarly Down Regulated
ycgM,946115,Uncharacterized protein ycgM,[],Ambiguous/Unsorted
aroF,947084,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive",,Down Regulated
lolB,945775,Outer-membrane lipoprotein lolB,,Down Regulated
ispE,945774,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,,Down Regulated
bamD,947086,UPF0169 lipoprotein yfiO,,Down Regulated
agp,945773,Glucose-1-phosphatase,,Up Regulated
prs,945772,Ribose-phosphate pyrophosphokinase,,Down Regulated
rluD,947087,Pseudouridine synthase; Ribosomal large subunit pseudouridine synthase D,,Ambiguous/Unsorted
cysB,945771,HTH-type transcriptional regulator cysB,,Ambiguous/Unsorted
ychM,945770,Putative sulfate transporter ychM,,Ambiguous/Unsorted
agaR,947636,Putative aga operon transcriptional repressor,,Up Regulated
yhaV,947638,Uncharacterized protein yhaV,,Up Regulated
cbl,946502,HTH-type transcriptional regulator cbl,,Down Regulated
nac,946501,Nitrogen assimilation regulatory protein nac,,Down Regulated
efeB,946500,Peroxidase ycdB,,Down Regulated
pheA,947081,P-protein,,Down Regulated
pheL,947080,Phe operon leader peptide,,Up Regulated
yfeZ,946918,Inner membrane protein yfeZ,,Down Regulated
uxuA,947082,Mannonate dehydratase,,Temporarly Up Regulated
ypeA,946917,Acetyltransferase ypeA,,Down Regulated
bisC,946915,Biotin sulfoxide reductase,,Down Regulated
yfeX,946913,Uncharacterized protein yfeX,[' Building block biosynthesis'],Temporarly Down Regulated
pflA,945517,Pyruvate formate-lyase 1-activating enzyme,,Temporarly Up Regulated
ypjD,947098,Inner membrane protein ypjD,,Down Regulated
trpC,945519,Tryptophan biosynthesis protein trpCF,,Down Regulated
rspB,946127,Starvation-sensing protein rspB,,Up Regulated
rplS,947096,50S ribosomal protein L19,,Down Regulated
sufC,946128,Probable ATP-dependent transporter sufC,,Temporarly Up Regulated
trmD,947099,tRNA (guanine-N(1)-)-methyltransferase,,Down Regulated
ydhK,946528,Uncharacterized transporter ydhK,[' Type of regulation'],Temporarly Down Regulated
sbcB,946529,Exodeoxyribonuclease I,,Temporarly Down Regulated
hisD,946531,Histidinol dehydrogenase,,Temporarly Up Regulated
yraL,947664,UPF0011 protein yraL,,Ambiguous/Unsorted
rsmI,947664,UPF0011 protein yraL,,Ambiguous/Unsorted
yadE,946536,Uncharacterized protein yadE,"['Cell wall membrane envelope biogenesis', 'lipopolysaccharide biosynthetic process']",Up Regulated
yraQ,947668,UPF0718 protein yraQ,,Up Regulated
yajO,946903,Uncharacterized oxidoreductase yajO,[],Temporarly Up Regulated
ycaK,945520,Uncharacterized NAD(P)H oxidoreductase ycaK,['amino acid transport'],Up Regulated
yajG,945521,Uncharacterized lipoprotein yajG,"['Posttranslational modification  protein turnover  chaperones', ' Electrochemical potential driven transporters']",Down Regulated
yraN,947662,UPF0102 protein yraN,,Down Regulated
yraM,947663,Uncharacterized protein yraM,['DNA replication'],Down Regulated
ivy,946530,Inhibitor of vertebrate lysozyme,,Temporarly Up Regulated
ycaP,945525,UPF0702 transmembrane protein ycaP,,Ambiguous/Unsorted
hcr,947660,NADH oxidoreductase hcr,,Up Regulated
diaA,947661,DnaA initiator-associating protein diaA,,Down Regulated
rsxC,946137,Electron transport complex protein rnfC,,Down Regulated
rhmT,945796,Inner membrane transport protein yfaV,,Ambiguous/Unsorted
yfaV,945796,Inner membrane transport protein yfaV,,Ambiguous/Unsorted
yafS,944903,Uncharacterized protein yafS,['DNA replication'],Down Regulated
serS,945506,Seryl-tRNA synthetase,,Temporarly Down Regulated
rarA,945505,Replication-associated recombination protein A,,Down Regulated
ychN,945794,Protein ychN,,Temporarly Up Regulated
dkgB,944901,"2,5-diketo-D-gluconic acid reductase B",,Up Regulated
yafJ,944906,Putative glutamine amidotransferase yafJ,,Ambiguous/Unsorted
queA,944905,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,,Down Regulated
cobU,946519,Bifunctional adenosylcobalamin biosynthesis protein cobU,,Up Regulated
ynfD,946133,Uncharacterized protein ynfD,"['Energy production and conversion', ' Electrochemical potential driven transporters', 'response to stress']",Up Regulated
rsxD,946134,Electron transport complex protein rnfD,,Down Regulated
chaB,945792,Cation transport regulator chaB,,Temporarly Up Regulated
chaA,945790,Calcium/proton antiporter,,Down Regulated
poxB,946132,Pyruvate dehydrogenase [cytochrome],,Up Regulated
mreC,947655,Rod shape-determining protein mreC,,Down Regulated
hisA,946521,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase,,Down Regulated
cobS,946520,Cobalamin synthase,,Temporarly Up Regulated
yraJ,947656,Uncharacterized outer membrane usher protein yraJ,"['Amino acid transport and metabolism', 'Coenzyme transport and metabolism', ' Central intermediary metabolism', 'translation']",Up Regulated
yeeE,946526,UPF0394 inner membrane protein yeeE,,Down Regulated
yraH,947658,Uncharacterized fimbrial-like protein yraH,[],Up Regulated
hslJ,946525,Heat shock protein hslJ,,Temporarly Up Regulated
yafK,944910,Uncharacterized protein yafK,[],Temporarly Down Regulated
ycaD,945515,Uncharacterized MFS-type transporter ycaD,['translation'],Temporarly Up Regulated
yhgE,947651,Uncharacterized protein yhgE,[],Temporarly Up Regulated
focA,945513,"Type-1 fimbrial protein, C chain; Probable formate transporter 1",,Temporarly Down Regulated
hisC,946551,Histidinol-phosphate aminotransferase,,Down Regulated
hisB,946552,Histidine biosynthesis bifunctional protein hisB,,Down Regulated
mutL,948691,DNA mismatch repair protein mutL,,Temporarly Down Regulated
yjeT,948696,Uncharacterized protein yjeT,"['Posttranslational modification  protein turnover  chaperones', 'purine nucleotide biosynthetic process']",Temporarly Down Regulated
rplJ,948490,50S ribosomal protein L10,,Down Regulated
hflK,948698,Protein hflK,,Down Regulated
yjfC,948699,Uncharacterized protein yjfC,"['electron transport', 'metabolic process']",Up Regulated
exuT,947601,Hexuronate transporter,,Up Regulated
rplE,947800,50S ribosomal protein L5,,Down Regulated
rpsN,947801,30S ribosomal protein S14,,Down Regulated
rpsH,947802,30S ribosomal protein S8,,Down Regulated
umuC,946359,Protein umuC,,Up Regulated
rplF,947803,50S ribosomal protein L6,,Down Regulated
ptrB,946358,Protease 2,,Ambiguous/Unsorted
yoaB,946357,UPF0076 protein yoaB,,Down Regulated
pphA,946356,Serine/threonine-protein phosphatase 1,,Up Regulated
cdh,948410,CDP-diacylglycerol pyrophosphatase,,Temporarly Down Regulated
pdxJ,947039,Pyridoxine 5'-phosphate synthase,,Temporarly Down Regulated
pdxA,944919,4-hydroxythreonine-4-phosphate dehydrogenase,,Down Regulated
cyoD,944918,Cytochrome o ubiquinol oxidase protein cyoD,,Down Regulated
yebW,946354,Uncharacterized protein yebW,[],Up Regulated
queC,947034,Queuosine biosynthesis protein queC,,Up Regulated
pfkA,948412,6-phosphofructokinase; 6-phosphofructokinase isozyme 1,,Down Regulated
fieF,948413,Ferrous-iron efflux pump fieF,,Temporarly Down Regulated
fpr,948414,Ferredoxin--NADP reductase,,Temporarly Down Regulated
uspD,948415,Universal stress protein D,,Temporarly Up Regulated
yiiS,948416,UPF0381 protein yiiS,,Temporarly Up Regulated
hemE,948497,Uroporphyrinogen decarboxylase,,Down Regulated
yebO,946350,Uncharacterized protein yebO,[],Down Regulated
yiiR,948417,Uncharacterized protein yiiR,"['Amino acid transport and metabolism', ' Building block biosynthesis']",Up Regulated
hupA,948499,DNA-binding protein HU-alpha,,Down Regulated
menA,948418,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",,Down Regulated
nudC,948498,NADH pyrophosphatase,,Ambiguous/Unsorted
yafQ,944911,Uncharacterized protein yafQ,,Up Regulated
flu,946540,Antigen 43,,Down Regulated
frdC,948680,Fumarate reductase subunit C,,Temporarly Up Regulated
zapA,947404,Cell division protein zapA,,Temporarly Up Regulated
yeeX,946541,UPF0265 protein yeeX,,Ambiguous/Unsorted
hfq,948689,Protein hfq,,Down Regulated
sbmC,946546,DNA gyrase inhibitory protein,,Temporarly Up Regulated
hisL,946547,His operon leader peptide,,Ambiguous/Unsorted
hflX,948688,GTP-binding protein hflX,,Down Regulated
hisG,946549,ATP phosphoribosyltransferase,,Down Regulated
hisH,946544,Imidazole glycerol phosphate synthase subunit hisH,,Down Regulated
yeeA,946545,Inner membrane protein yeeA,,Up Regulated
ygbJ,947200,Uncharacterized oxidoreductase ygbJ,[],Up Regulated
rpmI,946349,50S ribosomal protein L35,,Down Regulated
rsmF,946348,Ribosomal RNA small subunit methyltransferase F,,Temporarly Down Regulated
rplL,948489,50S ribosomal protein L7/L12,,Down Regulated
yeeD,946539,UPF0033 protein yeeD,,Temporarly Up Regulated
dsbB,946344,Disulfide bond formation protein B,,Down Regulated
yebV,946347,Uncharacterized protein yebV,['Replication  recombination and repair'],Up Regulated
yoaH,946346,UPF0181 protein yoaH,,Down Regulated
yfiC,947047,ECED1_3006; c3099; E2348C_2852; ECIAI1_2689; APECO1_3956; ECS88_2749; ECDH10B_2743; ECUMN_2898; ECIAI39_2780; UTI89_C2897; EC55989_2864; pC15-1a_066; Z3857; b2575,,Ambiguous/Unsorted
rplK,948484,50S ribosomal protein L11,,Down Regulated
rplA,948483,50S ribosomal protein L1,,Down Regulated
rlmA,946340,b1822,,Ambiguous/Unsorted
cpxR,948404,Transcriptional regulatory protein cpxR,,Down Regulated
yobD,946343,UPF0266 membrane protein yobD,,Down Regulated
rhtA,947045,Inner membrane transporter rhtA,,Temporarly Up Regulated
ygbM,947207,Protein ygbM,,Temporarly Up Regulated
manZ,946342,Mannose permease IID component,,Temporarly Up Regulated
rpoB,948488,DNA-directed RNA polymerase subunit beta,,Down Regulated
bolA,947043,Protein bolA,,Temporarly Up Regulated
dinB,944922,DNA polymerase IV,,Ambiguous/Unsorted
nusG,948485,Transcription antitermination protein nusG,,Temporarly Down Regulated
yiiM,948406,Protein yiiM,,Down Regulated
lepB,947040,Signal peptidase I,,Down Regulated
pgk,947414,Phosphoglycerate kinase,,Down Regulated
mscS,947416,Small-conductance mechanosensitive channel,,Down Regulated
cpsG,946574,Phosphomannomutase,,Temporarly Down Regulated
fbaA,947415,Fructose-bisphosphate aldolase class 2,,Down Regulated
ugd,946571,UDP-glucose 6-dehydrogenase,,Temporarly Up Regulated
argO,947418,Arginine exporter protein argO,,Up Regulated
rpoE,947050,RNA polymerase sigma factor; RNA polymerase sigma-E factor,,Up Regulated
rplD,947818,50S ribosomal protein L4,,Down Regulated
rplC,947817,50S ribosomal protein L3,,Down Regulated
yggF,947410,Uncharacterized protein yggF,"['Replication  recombination and repair', ' Central intermediary metabolism', 'DNA recombination']",Temporarly Down Regulated
yhaH,947617,Inner membrane protein yhaH,,Temporarly Up Regulated
hslU,948430,ATP-dependent hsl protease ATP-binding subunit hslU,,Down Regulated
yebC,946379,UPF0082 protein yebC,,Down Regulated
ruvC,946378,Crossover junction endodeoxyribonuclease ruvC,,Down Regulated
rplB,947820,50S ribosomal protein L2,,Down Regulated
metF,948432,"Methylenetetrahydrofolate reductase; 5,10-methylenetetrahydrofolate reductase",,Temporarly Up Regulated
surE,947211,Multifunctional protein surE,,Down Regulated
yciS,944936,Inner membrane protein yciS,,Down Regulated
ruvB,946371,Holliday junction ATP-dependent DNA helicase ruvB,,Temporarly Down Regulated
truD,947214,tRNA pseudouridine synthase D,,Down Regulated
rseB,947054,Sigma-E factor regulatory protein rseB,,Temporarly Down Regulated
rseA,947053,Sigma-E factor negative regulatory protein,,Ambiguous/Unsorted
metB,948434,Cystathionine gamma-synthase,,Down Regulated
znuA,946375,High-affinity zinc uptake system protein znuA,,Ambiguous/Unsorted
ydeA,947218,UPF0401 protein yubL; Probable sugar efflux transporter; Sugar efflux transporter,,Up Regulated
metJ,948435,Met repressor,,Temporarly Up Regulated
srmB,947055,ATP-dependent RNA helicase srmB,,Down Regulated
rsmA,944939,b0051,,Down Regulated
cysN,947219,Sulfate adenylyltransferase subunit 1,,Down Regulated
yciH,947058,Uncharacterized protein yciH,"['Translation  ribosomal structure and biogenesis', 'translation']",Down Regulated
nagE,945292,PTS system N-acetylglucosamine-specific EIICBA component,,Up Regulated
ycfQ,947425,Uncharacterized HTH-type transcriptional regulator ycfQ,[],Up Regulated
FldA,945293,Flavodoxin-1,,Down Regulated
rdgB,947429,Nucleoside-triphosphatase; Nucleoside-triphosphatase rdgB,,Down Regulated
insE,944952,Transposase insE for insertion sequence IS3A/B/C/D/E/fA/fB; Transposase insE for insertion sequence IS3,,Up Regulated
fur,945295,Ferric uptake regulation protein,,Ambiguous/Unsorted
entE,947426,Enterobactin synthetase component E,,Temporarly Up Regulated
ybaO,945091,Uncharacterized HTH-type transcriptional regulator ybaO,[' Metabolism of other compounds'],Up Regulated
rpmC,947807,50S ribosomal protein L29,,Down Regulated
rplP,947806,50S ribosomal protein L16,,Down Regulated
rpmJ,947805,50S ribosomal protein L36 2; 50S ribosomal protein L36; 50S ribosomal protein L36 1,,Down Regulated
yegH,946566,UPF0053 protein yegH,,Ambiguous/Unsorted
rplR,947804,50S ribosomal protein L18,,Down Regulated
murR,946568,b2427,,Down Regulated
tktA,947420,Transketolase 1,,Down Regulated
rplN,947809,50S ribosomal protein L14,,Down Regulated
rpsQ,947808,30S ribosomal protein S17,,Down Regulated
marA,947613,Multiple antibiotic resistance protein marA,,Up Regulated
yqjF,947608,Inner membrane protein yqjF,,Up Regulated
eda,946367,KHG/KDPG aldolase,,Down Regulated
glpF,948422,Glycerol uptake facilitator protein,,Up Regulated
zapB,948420,Cell division protein zapB,,Up Regulated
purT,946368,Phosphoribosylglycinamide formyltransferase 2,,Down Regulated
rplV,947813,50S ribosomal protein L22,,Down Regulated
rpsC,947814,30S ribosomal protein S3,,Down Regulated
rpsS,947811,30S ribosomal protein S19,,Down Regulated
cysC,947221,Adenylyl-sulfate kinase,,Down Regulated
hslV,948429,ATP-dependent protease hslV,,Down Regulated
eamB,947065,Cysteine/O-acetylserine efflux protein,,Temporarly Up Regulated
ybgF,947227,Uncharacterized protein ybgF,,Down Regulated
cytR,948427,HTH-type transcriptional repressor cytR,,Down Regulated
exoX,946361,Exodeoxyribonuclease 10,,Down Regulated
selU,947063,tRNA 2-selenouridine synthase,,Up Regulated
maa,945096,Maltose O-acetyltransferase,,Up Regulated
pagP,946360,Protein crcA,,Up Regulated
kgtP,947069,Alpha-ketoglutarate permease,,Temporarly Up Regulated
yebF,946363,Protein yebF,,Up Regulated
adk,945097,Adenylate kinase,,Down Regulated
edd,946362,Phosphogluconate dehydratase,,Temporarly Down Regulated
hha,945098,Hemolysin expression-modulating protein,,Up Regulated
yfiD,947068,Autonomous glycyl radical cofactor,,Temporarly Down Regulated
insF,944948,Transposase insF for insertion sequence IS3A/B/C/D/E/fA,,Up Regulated
ung,947067,Uracil-DNA glycosylase,,Down Regulated
htpG,945099,Chaperone protein htpG,,Down Regulated
glpK,948423,Glycerol kinase,,Up Regulated
yebG,946364,Uncharacterized protein yebG,"['Translation  ribosomal structure and biogenesis', 'Replication  recombination and repair']",Up Regulated
glpX,948424,"Fructose-1,6-bisphosphatase class 2",,Temporarly Up Regulated
yfiF,947066,Uncharacterized tRNA/rRNA methyltransferase yfiF,[],Down Regulated
speA,947432,Biosynthetic arginine decarboxylase; Arginine decarboxylase,,Down Regulated
vacJ,945582,Lipoprotein vacJ,,Down Regulated
mlaA,945582,Lipoprotein vacJ,,Down Regulated
CHIA,947837,Probable bifunctional chitinase/lysozyme,,Up Regulated
mpaA,945969,Protein mpaA,,Up Regulated
tufA,947838,Elongation factor Tu 2; Elongation factor Tu; Elongation factor Tu 1,,Down Regulated
bfr,947839,Bacterioferritin,,Up Regulated
cyoA,945080,Ubiquinol oxidase subunit 2,,Down Regulated
yfaL,946595,Uncharacterized protein yfaL,,Up Regulated
dtpA,947436,Tripeptide permease tppB,,Ambiguous/Unsorted
tppB,947436,Tripeptide permease tppB,,Ambiguous/Unsorted
cof,945089,HMP-PP phosphatase,,Ambiguous/Unsorted
mdlB,945088,Multidrug resistance-like ATP-binding protein mdlB,,Temporarly Down Regulated
glnK,945087,Nitrogen regulatory protein P-II 2,,Down Regulated
yijO,948451,Uncharacterized HTH-type transcriptional regulator yijO,"[' RNA related', ' Type of regulation', ' Genetic unit regulated', 'regulation of transcription  DNA dependent']",Down Regulated
lon,945085,ATP-dependent protease La,,Ambiguous/Unsorted
clpX,945083,ATP-dependent Clp protease ATP-binding subunit clpX,,Ambiguous/Unsorted
argC,948455,N-acetyl-gamma-glutamyl-phosphate reductase,,Temporarly Down Regulated
ykgA,944956,UTI89_C0322; ECS88_0301; APECO1_1693; E2348C_0262; c0416; ECIAI39_0385; ECIAI1_0298; ECUMN_0338; b0300; EC55989_0303; Z0376; ECDH10B_0289,,Ambiguous/Unsorted
ycfJ,945977,Uncharacterized protein ycfJ,[],Temporarly Up Regulated
argE,948456,Acetylornithine deacetylase,,Down Regulated
ydcU,945976,Inner membrane ABC transporter permease protein ydcU,,Temporarly Up Regulated
rpmG,946318,50S ribosomal protein L33,,Down Regulated
ppc,948457,Phosphoenolpyruvate carboxylase,,Down Regulated
fusA,947847,Elongation factor G,,Down Regulated
yijP,948458,E2348C_4267; ECUMN_4486; ECED1_4660; b3955; ECDH10B_4143; ECIAI1_4163; EC55989_4437; Z5513; ECS88_4410; UTI89_C4546; c4914; ECIAI39_3034,,Down Regulated
rpsG,947846,30S ribosomal protein S7,,Down Regulated
yeaQ,946311,UPF0410 protein yeaQ,,Temporarly Up Regulated
yeaY,946312,Uncharacterized lipoprotein yeaY,"['Cell wall membrane envelope biogenesis', 'metabolic process']",Up Regulated
yqgE,947442,UPF0301 protein yqgE,,Down Regulated
ompA,945571,Outer membrane protein A,,Temporarly Up Regulated
cusS,945978,Sensor kinase cusS; Sensor protein,,Down Regulated
rplM,947828,50S ribosomal protein L13,,Down Regulated
ydbK,946587,Probable pyruvate-flavodoxin oxidoreductase,,Up Regulated
tehB,945979,Tellurite resistance protein tehB,,Temporarly Down Regulated
gspB,947826,Protein pioO,,Ambiguous/Unsorted
hspQ,945578,Heat shock protein hspQ,,Temporarly Up Regulated
asmA,946582,Protein asmA,,Down Regulated
trmI,947448,tRNA (guanine-N(7)-)-methyltransferase,,Up Regulated
mgsA,945574,Methylglyoxal synthase,,Ambiguous/Unsorted
yggW,947446,Oxygen-independent coproporphyrinogen-III oxidase-like protein yggW,,Down Regulated
mutY,947447,A/G-specific adenine glycosylase,,Down Regulated
scpA,945576,Protein sbm,,Up Regulated
gshB,947445,Glutathione synthetase,,Temporarly Down Regulated
iscU,947002,NifU-like protein,,Temporarly Up Regulated
LeuC,945076,3-isopropylmalate dehydratase large subunit,,Down Regulated
gldA,948440,Glycerol dehydrogenase,,Ambiguous/Unsorted
puuC,947003,Gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase,,Down Regulated
ydbC,945980,Putative oxidoreductase ydbC,,Ambiguous/Unsorted
hcaR,947000,Hca operon transcriptional activator,,Down Regulated
yccS,947001,Inner membrane protein yccS,,Down Regulated
puuB,945072,Gamma-glutamylputrescine oxidoreductase,,Down Regulated
clpS,948443,ATP-dependent Clp protease adapter protein clpS,,Up Regulated
ompX,944967,Outer membrane protein X,,Up Regulated
yahN,944968,Uncharacterized membrane protein yahN,,Up Regulated
tesB,945074,Acyl-CoA thioesterase 2,,Temporarly Up Regulated
yahM,944969,Uncharacterized protein yahM,[],Temporarly Up Regulated
emrE,948442,Multidrug transporter emrE,,Up Regulated
cyoE,945073,Protoheme IX farnesyltransferase,,Down Regulated
ydcA,945986,Uncharacterized protein ydcA,"['Energy production and conversion', ' Energy production transport', ' Macromolecules  cellular constituent   biosynthesis', 'electron transport']",Up Regulated
yoaA,946305,Probable ATP-dependent helicase yoaA,,Down Regulated
yhcN,947835,Uncharacterized protein yhcN,"['Transcription', ' Building block biosynthesis', ' RNA related', ' Type of regulation', 'DNA recombination', 'transcription', 'regulation of transcription  DNA dependent']",Up Regulated
thiB,946306,Thiamine-binding periplasmic protein,,Temporarly Up Regulated
hemX,948446,Putative uroporphyrinogen-III C-methyltransferase,,Down Regulated
yeaL,946307,Uncharacterized protein yeaL,[],Temporarly Down Regulated
flgA,946300,Flagella basal body P-ring formation protein flgA,,Down Regulated
mipA,946301,MltA-interacting protein,,Down Regulated
ydeM,945981,Anaerobic sulfatase-maturating enzyme homolog ydeM,,Up Regulated
iscS,947004,Cysteine desulfurase,,Ambiguous/Unsorted
yeaE,946302,Uncharacterized protein yeaE,,Temporarly Down Regulated
ydfK,947451,Uncharacterized protein ydfK,[],Up Regulated
yggN,947453,Uncharacterized protein yggN,[' Central intermediary metabolism'],Ambiguous/Unsorted
solA,944983,N-methyl-L-tryptophan oxidase,,Down Regulated
flgJ,947456,Peptidoglycan hydrolase flgJ,,Down Regulated
betI,944981,HTH-type transcriptional regulator betI,,Up Regulated
prpR,944987,Propionate catabolism operon regulatory protein,,Up Regulated
frmR,944986,Transcriptional repressor frmR,,Down Regulated
ycdX,948477,Putative hydrolase ycdX,,Down Regulated
sdaA,946331,L-serine dehydratase 1,,Up Regulated
murB,948470,UDP-N-acetylenolpyruvoylglucosamine reductase,,Down Regulated
manY,946332,Mannose permease IIC component,,Temporarly Down Regulated
yncJ,945990,Uncharacterized protein yncJ,[],Ambiguous/Unsorted
qseE,947013,Putative sensor-like histidine kinase yfhK; Sensor protein,,Down Regulated
glrK,947013,Putative sensor-like histidine kinase yfhK; Sensor protein,,Down Regulated
panE,945065,2-dehydropantoate 2-reductase,,Up Regulated
yebY,947014,Uncharacterized protein yebY,['translation'],Down Regulated
nudL,946330,Uncharacterized Nudix hydrolase nudL,,Up Regulated
yoaE,946335,UPF0053 inner membrane protein yoaE,,Temporarly Down Regulated
yheU,947863,UPF0270 protein yheU,,Temporarly Down Regulated
trg,945995,Methyl-accepting chemotaxis protein III,,Up Regulated
glnB,947016,Nitrogen regulatory protein P-II 1,,Ambiguous/Unsorted
xseB,945069,Exodeoxyribonuclease 7 small subunit,,Ambiguous/Unsorted
degS,947865,Protease degS,,Down Regulated
pepT,946333,Peptidase T,,Ambiguous/Unsorted
argD,947864,Succinylornithine transaminase; Acetylornithine/succinyldiaminopimelate aminotransferase,,Ambiguous/Unsorted
manX,946334,PTS system mannose-specific EIIAB component,,Ambiguous/Unsorted
cspC,946339,Cold shock-like protein cspC,,Down Regulated
crp,947867,Catabolite gene activator,,Temporarly Down Regulated
rimL,945998,Ribosomal-protein-serine acetyltransferase,,Up Regulated
coaA,948479,Pantothenate kinase,,Temporarly Down Regulated
ydcH,945997,Uncharacterized protein ydcH,[' Channel type Transporters'],Temporarly Up Regulated
tsgA,947869,Protein tsgA,,Ambiguous/Unsorted
yobF,946338,Uncharacterized protein yobF,"[' RNA related', ' Type of regulation', ' Adaptation to stress', 'transcription', 'regulation of transcription  DNA dependent']",Down Regulated
yhdH,947848,Putative quinone oxidoreductase yhdH,,Temporarly Up Regulated
slyX,947849,Protein slyX,,Temporarly Up Regulated
yqgA,947462,Uncharacterized protein yqgA,[],Up Regulated
prpB,944990,Methylisocitrate lyase,,Up Regulated
torS,945595,Sensor protein torS; Sensor protein,,Temporarly Down Regulated
frmB,944991,S-formylglutathione hydrolase frmB,,Temporarly Down Regulated
cbpM,945597,Chaperone modulatory protein cbpM,,Up Regulated
codB,944994,Cytosine permease,,Down Regulated
glcC,947466,Glc operon transcriptional activator,,Temporarly Up Regulated
proY,945050,Proline-specific permease proY,,Temporarly Down Regulated
frmA,944988,S-(hydroxymethyl)glutathione dehydrogenase,,Down Regulated
argH,948463,Argininosuccinate lyase,,Ambiguous/Unsorted
sthA,948461,Soluble pyridine nucleotide transhydrogenase,,Down Regulated
nusB,945054,N utilization substance protein B homolog; N utilization substance protein B,,Down Regulated
oxyR,948462,Hydrogen peroxide-inducible genes activator,,Temporarly Down Regulated
glyA,947022,Serine hydroxymethyltransferase,,Down Regulated
yphH,947023,Uncharacterized protein yphH,"['Carbohydrate transport and metabolism', 'Transcription', 'carbohydrate metabolic process']",Ambiguous/Unsorted
murG,946321,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,,Down Regulated
mdh,947854,Malate dehydrogenase,,Ambiguous/Unsorted
ftsW,946322,Cell division protein ftsW,,Temporarly Down Regulated
yajR,945058,Inner membrane transport protein yajR,,Up Regulated
ddlB,946324,D-alanine--D-alanine ligase B,,Down Regulated
yheO,947851,Uncharacterized protein yheO,['protein folding'],Down Regulated
yfhR,945059,Uncharacterized protein yfhR,[],Ambiguous/Unsorted
kefG,947857,Glutathione-regulated potassium-efflux system ancillary protein kefG,,Up Regulated
yheS,947856,Uncharacterized ABC transporter ATP-binding protein yheS,[],Temporarly Down Regulated
rnd,946328,Ribonuclease D,,Ambiguous/Unsorted
